district	zone	SchoolID	SchName	SchAddress	PINCD	CRCSchAddress	Sch_Type	MuncipalityName	RuralUrban	Udise_Code	ESTDYEAR	CWSNSCH_YN	cwsn_sch_type	School_Deatils_STD	School_Deatils_Landline_Phone	School_Deatils_MobileNO	School_Incharge_Name	School_Incharge_Designation	School_Incharge_MobileNo	Respondent_Name	Respondent_Designation	Respondent_MobileNo	EMAIL	WEBSITE	School_Gender	School_Level	School_Nomenclature	LOWCLASS	HIGHCLASS	Shiftofschool	typeofschool	SCHMGT_Group	SCHMGT	minoritymanagedschool_YN	TYPEofminoritymanagedschool	MEDINSTR1	MEDINSTR2	MEDINSTR3	MEDINSTR4	MTONGUE_YN	LANG1	LANG2	LANG3	LANG4	LANG5	VISITSCRC	workdays_pre_pri	workdays_pri	WORKSDAYS_UPR	WORKSDAYS_SEC	workdays_hsec	sch_hrs_stu_pre_pri_h	sch_hrs_stu_pre_pri_m	sch_hrs_stu_pri_h	sch_hrs_stu_pri_m	sch_hrs_stu_upr_h	sch_hrs_stu_upr_m	sch_hrs_stu_sec_h	sch_hrs_stu_sec_m	sch_hrs_stu_hsec_h	sch_hrs_stu_hsec_m	sch_hrs_tch_pre_pri_h	sch_hrs_tch_pre_pri_m	sch_hrs_tch_pri_h	sch_hrs_tch_pri_m	sch_hrs_tch_upr_h	sch_hrs_tch_upr_m	sch_hrs_tch_sec_h	sch_hrs_tch_sec_m	sch_hrs_tch_hsec_h	sch_hrs_tch_hsec_m
South	24	1757504	Vishwakarma Public School	"A 324, Sangam Vihar, New Delhi"	110080	"1959112:-MCD Primary School No.3 (Co-ed) , Deoli, Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7090618706	2005	No		11	26047590	9811294267	Sonam	Head Master/Principal	9811294267	Sonam	Head of the School/In-Charge	9899641028	vishwakarma2005@yahoo.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		220						5	30									6	0						
South East	29	1757505	Vivek Sthali School	"F 2/390 Ratia Marg, Sangam Vihar, New Delhi"	110080	"1925056:-Govt. Sarvodaya Bal Vidyalaya, Tughlakabad Extn. New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7090618707	2004	No		11	45013366	9968320900	MANOJ GILL	Others	9968320900	RAKHI GILL	Head of the School/In-Charge	9350343366	viveksthalischool123@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		215						5	30									6	0						
South West B	21	1757506	Kasturi Devi Public School	"B-1/60 Vijay Enclave Palam Dabri Road, New Delhi"	110045	"1821031:-Govt. Co-ed. Sr. Sec. School, Sect-6, Site-2, Dwarka, Pappan Kalan, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080614705	2001	No		11	25058926	9953120997	Rekha choudhary 	Head Master/Principal	9953120991	Rekha choudhary 	Head of the School/In-Charge	9953120991			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0	230	230				5	0	6	0							6	0	6	0						
West B	18	1757508	D.D. Gyan Jyoti Public School	"RZ-51-52 Chanakya Place Part-2, New Delhi"	110059	"1618002:-Govt. Sarvodaya Bal Vidyalaya, Block-A, Vikas Puri, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7070611902	2007	No		11	22222222	9818824797	AKANKSHA 	Head Master/Principal	9818824797	ANKITA	Teacher	8826336546			Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0	192	192				5	0	5	0							5	30	5	30						
South West A	20	1757509	Bantam Elementary School	"Kh.No.609/1, Rangpuri, Near Old Mandir, New Delhi"	110037	"1757259:-MCD Primary School (Boys) , Mahipal Pur, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080614406	2006	No		11	11111111	9891605070	Kamal Kishore	Head Master/Principal	9891995070	Kamal Kishore	Head of the School/In-Charge	9891995070	bantamelementaryschool@gmail.com		Co-Ed.	Primary	Nur to V	0	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0	230	230				6	0	6	0							6	30	6	30						
South West B	21	1757512	Kids Valley School	"RZC-1/7, Vinod Puri, Vijay Enclave, New Delhi"	110045	"1821031:-Govt. Co-ed. Sr. Sec. School, Sect-6, Site-2, Dwarka, Pappan Kalan, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080614710	2014	No		11	64736162	9868028795	MEENAKSHI TIWARI	Head Master/Principal	9868028795	MEENAKSHI TIWARI	Head of the School/In-Charge	9868028795	kidsvallley.2003@gmail.com		Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0	220	220				5	0	5	0							6	0	6	0						
South West B	21	1757514	Little Birds Convent School	"Vill. & P.O.Bharthal, New Delhi"	110077	"1821032:-Govt. Sarvodaya Bal Vidyalaya, Bharthal, Bijwasan, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080614108	2014	No		11	65253111	9990189272	Mrs Rachna Sharma	Head Master/Principal	9990189272	Mrs Indrani	Teacher	6396511872			Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0	220	220				6	0	6	0							6	30	6	30						
South West B	21	1757516	Shishu Bharti Shiksha Sadan	"A 27 Dashrath Puri, New Delhi"	110045	"1821031:-Govt. Co-ed. Sr. Sec. School, Sect-6, Site-2, Dwarka, Pappan Kalan, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080614707	2014	No		11	25391748	8527976506	MAYA SINGH	Head Master/Principal	8527976506	MAYA SINGH	Head of the School/In-Charge	8527976506	Sbss2000dpuri@gmail.com		Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	No	English	Hindi	NA	NA	NA	0	203	203				4	0	5	30							6	30	6	30						
South West B	21	1757517	Happy English Public School	"G-13, Nanda Block, Mahavir Enclave, New Delhi"	110059	"1821031:-Govt. Co-ed. Sr. Sec. School, Sect-6, Site-2, Dwarka, Pappan Kalan, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080614711	2010	No		11	25038226	9868171491	Pooja Arora 	Head Master/Principal	9868171491	Shashi Khatri	School Administration Staff/Official/Clerk	8745088838	happyenglish.publicenglish@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		220						5	10									5	30						
South West A	20	1757518	Anand Public School	"MEK-6, D-2,Rang Puri, Mahipal Pur, New Delhi"	110037	"1757259:-MCD Primary School (Boys) , Mahipal Pur, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080614407	2014	No		11	22911111	9868820425	MANISHA SHARMA	Head Master/Principal	9868820425	MANISHA SHARMA	Head of the School/In-Charge	9868575483			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		225						5	30									6	30						
West B	18	1757519	New Modern Sainik Public School	"RZC/114, Gali No. 8, Madhu Vihar, New Delhi"	110059	"1757205:-MCD Pratibha Vidyalaya No.2 (Co-ed) , Kakrola, Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7070614808	2014	No		11	65889488	9868405063	KUSUM SINGH	Head Master/Principal	9716876875	KUSUM SINGH	Head of the School/In-Charge	9716876875	nmsps@gmail.com		Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0	210	210				5	0	5	0							6	30	6	30						
South West B	21	1757520	Jain Model Public School	"56B, Vaishali Colony, Dwarka, Palam-Dabri Road, New Delhi"	110045	"1821017:-Govt. Sarvodaya Kanya Vidyalaya No.2, Sagarpur New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080614506	2014	No		11	25085739	9873082902	Manisha	Head Master/Principal	9013291064	Babita	Teacher	9971376877			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0		200						6	0									6	0						
South West B	22	1757521	Shanti Gyan Niketan Jr. School	"Goyla Kurd, Near Dwarka Sec-19, New Delhi"	110071	"1822044:-Govt. Girls Sr. Sec. School No.1, Najafgarh, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080612904	2014	No		11	45607206	9910743298	NISHI BALA	Head Master/Principal	9910743298	ASHWANI KUMAR	Head of the School/In-Charge	9810010870	shantigyanniketan89@gmail.com	http://www.shantigyanniketan.org	Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		215						6	0									6	0						
South West B	22	1757522	SSB Modern Public School	"81-83, New Gopal Nagar, B-Blk, Gali No-9, Nanak Piao, Najafgarh, New Delhi"	110043	"1822044:-Govt. Girls Sr. Sec. School No.1, Najafgarh, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080613804	2014	No		11	25012068	9250361500	SUKHBIR SINGH	Head Master/Principal	9250361500	Jyoti	Teacher	9250361509			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0	180	210				5	30	5	30							6	0	6	0						
West B	18	1757523	The Happy Child Model School	"RZ-24, Jain colony-III, Uttam Nagar New Delhi"	110059	"1618002:-Govt. Sarvodaya Bal Vidyalaya, Block-A, Vikas Puri, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7070613601	2009	No		11	25341475	9268261921	Mrs.Raj	Head Master/Principal	9268261921	Mr.Vivek Kumar	Head of the School/In-Charge	9868988961			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	No	English	Hindi	NA	NA	NA	0		220						6	0									6	30						
South West B	21	1757525	Bal Upwan School	"D-394, Gali No.-58, Mahavir Enclave, Part-III, New Delhi"	110049	"1821031:-Govt. Co-ed. Sr. Sec. School, Sect-6, Site-2, Dwarka, Pappan Kalan, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080614708	2014	No		11	25634407	9717774033	Shilpa Chawla	Head Master/Principal	9717774033	Shilpa Chawla	Head of the School/In-Charge	9868266217	balupwanschool@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		215						6	0									6	30						
South West B	22	1757526	B.V.M. World School	"24/23/1, Prem Nagar, Najafgarh, New Delhi"	110043	"1822006:-Govt. Sarvodaya Vidyalaya, VPO Daulat Pur New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080613707	2013	No		11	28013074	8860042660	MS. ANJALI SHARMA	Head Master/Principal	8866042660	MS. ANJALI SHARMA	Head of the School/In-Charge	8866042660	bvmworldschool@gmail.com		Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0	210	210				5	0	5	0							6	0	6	0						
South West A	20	1757527	Aadyant School	"10-11, Nelson Mandela Marg, Vasant Kunj, New Delhi"	110070	"1757259:-MCD Primary School (Boys) , Mahipal Pur, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080617102	2012	No		11	46031000	9310374746	VANDANA DUTTA	Head Master/Principal	9310374746	Yogender Kumar	School Administration Staff/Official/Clerk	9310174746	yogender@aadyant.com	http://www.aadyant.com	Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0	195	195				3	30	5	30							6	0	7	0						
South West B	21	1757529	K.S. Memorial Public School	"Shahbad Mohd. Pur, New Delhi"	110061	"1821041:-Govt. Sarvodaya Bal Vidyalaya, Shahbad Mohammadpur, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080614306	2005	No		11	65188096	9899057210	MRS.RAJESH KUMARI DUTTA	Head Master/Principal	9899057210	MRS.RAJESH KUMARI DUTTA	Head of the School/In-Charge	9968612433	ksmemorial.shahbad94@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		215						6	0									6	30						
South West B	21	1757530	Vandana Kindergarten	"Sector 10, Phase - 1, Dwarka, New Delhi"	110075	"1821037:-Govt. Co-ed. Sr. Sec. School, Pochan Pur, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080613609	2013	No		11	40785785	9718681530	BINDU PARHAR	Head Master/Principal	9718681530	Ved Tondan	School Administration Staff/Official/Clerk	9811067566	vkgdwarka.2019@gmail.com		Co-Ed.	Primary	Nur to V	0	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0	210	210				2	0	2	0							2	0	2	0						
South West B	21	1757531	Rising Stars Junior School	"Sector - 10, Dwarka, New Delhi"	110075	"1821037:-Govt. Co-ed. Sr. Sec. School, Pochan Pur, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080613610	2012	No		11	65902215	9868169102	Sh. Prabhas Ghai	Head Master/Principal	9868169102	Sh. Prabhas Ghai	Head of the School/In-Charge	9868169102	prabhas.ghai@gmail.com		Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0	220	220				6	0	6	0							7	0	7	0						
South West B	21	1757532	Tiny Tulips	"Sec.4, Dwarka, (Pappan Kalan) New Delhi"	110075	"1821037:-Govt. Co-ed. Sr. Sec. School, Pochan Pur, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080613611	2014	No		11	89290008	8929000857	ASHA	Head Master/Principal	7428808237	AMITA	School Administration Staff/Official/Clerk	7871783053	tinytulips.school@gmail.com	https://www.tinytulipsdwarka.com	Co-Ed.	Primary	Nur to V	0	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	NA	NA	NA	NA	0	210	210				3	0	5	30							6	0	6	0						
South West B	21	1757533	Rishikul International School	"Sec.-7, Dwarka, New Delhi"	110075	"1757198:-MCD Pratibha Vidyalaya (Co-ed) , Palam Village, Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7080614507	2014	No		11	89290594	9871783053	Amita Sood	Head Master/Principal	9871783053	SUPRIYA	School Administration Staff/Official/Clerk	9871783053	amitasood08@yahoo.com		Co-Ed.	Primary	Nur to V	0	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0	220	220				3	0	5	30							6	0	6	0						
South West B	21	1757534	P.M. School	"B-10, Madhu Vihar, Som Bazar, Uttam Nagar, New Delhi"	110059	"1821031:-Govt. Co-ed. Sr. Sec. School, Sect-6, Site-2, Dwarka, Pappan Kalan, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7184100012	2016	No		11	25633061	9350979568	Jyotsna 	Head Master/Principal	9350979568	Virender solanki 	Head of the School/In-Charge	7011521519	schoolpm15@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		222						5	0									5	0						
South West B	21	1757535	Kanak Public School	"Kh. No. 988/1, Kapashera, New Delhi"	110037	"1821041:-Govt. Sarvodaya Bal Vidyalaya, Shahbad Mohammadpur, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7184100013	2014	No		11	25064215	7065969697	Anamika	Head Master/Principal	9999880567	RASHMI PANT	School Administration Staff/Official/Clerk	9891935323	kanakpublicschool@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		220						5	30									6	0						
South West B	22	1757536	Brilliance School	"RZ-23/24, X-Block, New Roshan Pura, 35 Feet Road, Najafgrah, New Delhi"	110043	"1757102:-MCD Pratibha Vidyalaya New (Girls) , Roshan Pura, B.D.O. Office, Najafgrah, Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7184100014	2014	No		11	11234567	7838651316	Preeti Yadav	Head Master/Principal	9811792404	Vijay Kumar Gupta	School Administration Staff/Official/Clerk	9540091340	brillianceschool2015@gmail.com		Co-Ed.	Primary	Nur to V	0	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0	223	223				5	0	5	0							6	0	6	0						
South West B	21	1757537	Kids Castle School	"H-4/77, Bengali Colony, Mahavir Enclave, New Delhi"	110045	"1821031:-Govt. Co-ed. Sr. Sec. School, Sect-6, Site-2, Dwarka, Pappan Kalan, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7184100015	2016	No		11	25039818	9810744190	shikha dogra	Head Master/Principal	7835888445	rohit sahrma 	Head of the School/In-Charge	9810744190	kidscastle1999@gmail.com		Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0	201	201				3	0	4	30							4	0	5	0						
South West B	21	1757538	Maha Deep Public School	"Kh. No. 1004/1, Near Oberoi Farms, Kapashera, New Delhi"	110037	"1821041:-Govt. Sarvodaya Bal Vidyalaya, Shahbad Mohammadpur, New Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7184100050	2016	No		11	97111801	9711180104	REKHA	Head Master/Principal	9899525259	REKHA	Head of the School/In-Charge	9711180104	MAHADEEPPUBLICSCHOOL@GMAIL.COM		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	No	English	Hindi	NA	NA	NA	0		185						4	0									6	0						
South West B	22	1757539	Nucleus School	"Plot No. 1, Z-Block, Shyam Vihar, Phase-I, Khatu Shyam Road, Near Dwarka Sector-16 B, New Delhi"	110043	"1757102:-MCD Pratibha Vidyalaya New (Girls) , Roshan Pura, B.D.O. Office, Najafgrah, Delhi"	MCD_UnAided	South Delhi Municipal Corporation	Urban	7184100045	2015	No		11	25024337	9911424337	Bindu Chaudhary 	Head Master/Principal	9911424337	Soni Chaudhary	Head of the School/In-Charge	9540247958	nucleusschoolonline@gmail.com	https://nucleusschool.com	Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0	192	208				4	0	4	0							5	0	5	0						
South West B	21	1821001	Govt. Sarvodaya Bal Vidyalaya No.2	Palam Enclave New Delhi	110045	"1757198:-MCD Pratibha Vidyalaya (Co-ed) , Palam Village, Delhi"	Government	South Delhi Municipal Corporation	Urban	7080114504	1962	No		11	25030892	7339819328	BATTI LAL MEENA	Head Master/Principal	7339819328	KHUSHBHADRA SINGH NARUKA	Teacher	7827054960	sbvno2@gmail.com	https://www.edudel.nic.in	Boys	Sr.Sec	Nur to XII	0	12	Evening	Co-Ed	A-State Government	Dte.of Education	No		English	Hindi	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	15	200	210	220	220	220	5	0	5	30	6	0	6	0	6	0	6	30	6	30	6	30	6	30	6	30
South West B	21	1821003	Govt. Boys Sr. Sec. School	"Raj Nagar Extension, Part-II New Delhi"	110077	"1821041:-Govt. Sarvodaya Bal Vidyalaya, Shahbad Mohammadpur, New Delhi"	Government	South Delhi Municipal Corporation	Urban	7080114204	1989	No		11	25364157	7011087571	KRISHNA PAL	Asst. Head Master/VicePrincipal	7011087571	HARIRAM	Teacher	9266852146	rajnagar1821003@yahoo.com		Boys	Sr.Sec	VI to XII	6	12	Evening	Boy	A-State Government	Dte.of Education	No		Hindi	English	NA	NA	No	English	Hindi	Sanskrit	NA	NA	18			220	220	220					5	30	5	30	5	30					6	0	6	0	6	0
South West B	21	1821004	Govt. Sarvodaya Bal Vidyalaya No.1	Palam Village New Delhi	110045	"1757198:-MCD Pratibha Vidyalaya (Co-ed) , Palam Village, Delhi"	Government	South Delhi Municipal Corporation	Urban	7080114503	1910	No		11	25087278	9773971041	JASH RAM MEENA	Head Master/Principal	9773971041	RAJENDRA SINGH PANWAR	Teacher	9810827184	gbssno1@gmail.com	http://edudel.nic.in	Boys	Sr.Sec	Nur to XII	0	12	Evening	Boy	A-State Government	Dte.of Education	No		Hindi	English	NA	NA	Yes	Hindi	English	Sanskrit	NA	NA	4	210	210	220	220	220	4	0	4	30	5	30	5	30	5	30	6	0	6	0	6	0	6	0	6	0
South West B	21	1821005	Govt. Boys Sr. Sec. School No.1	"Samalka, New Delhi"	110037	"1821041:-Govt. Sarvodaya Bal Vidyalaya, Shahbad Mohammadpur, New Delhi"	Government	South Delhi Municipal Corporation	Urban	7080114304	1976	No		11	25063996	9899454351	BHIM SINGH	Asst. Head Master/VicePrincipal	9899454351	JASHWANT SINGH	Teacher	8708175460	gbsssno1samalka@gmail.com		Boys	Sr.Sec	VI to XII	6	12	Evening	Boy	A-State Government	Dte.of Education	No		Hindi	English	NA	NA	Yes	Hindi	English	Sanskrit	Urdu	NA	10			220	220	220					5	40	5	40	5	40					6	0	6	0	6	0
South West B	21	1821006	Govt. Boys Sr. Sec. School No.1	"Sagarpur, New Delhi"	110046	"1821017:-Govt. Sarvodaya Kanya Vidyalaya No.2, Sagarpur New Delhi"	Government	South Delhi Municipal Corporation	Urban	7080113104	1982	No		11	28524502	9868816361	GYANENDER KUMAR	Asst. Head Master/VicePrincipal	9868816361	ARUN KUMAR	Teacher	9718775052	sagarpurnew1821006@gmail.com	https://www.edudel.nic.in	Boys	Sr.Sec	VI to XII	6	12	Evening	Boy	A-State Government	Dte.of Education	No		English	Hindi	NA	NA	Yes	Hindi	English	Sanskrit	Urdu	NA	11			220	220	220					5	30	5	30	5	30					6	15	6	15	6	15
South West B	21	1821007	Govt. Boys Sr. Sec. School No.2	"Sagarpur, New Delhi"	110046	"1821017:-Govt. Sarvodaya Kanya Vidyalaya No.2, Sagarpur New Delhi"	Government	South Delhi Municipal Corporation	Urban	7080113103	1989	No		11	28521335	9868825754	RAJBIR SINGH	Asst. Head Master/VicePrincipal	9868825754	RAJBIR SINGH	Head of the School/In-Charge	9868825754	gbssssagarpur@gmail.com	http://www.edudel.nic.in	Boys	Sr.Sec	VI to XII	6	12	Evening	Boy	A-State Government	Dte.of Education	No		Hindi	English	NA	NA	No	Hindi	English	Sanskrit	Urdu	NA	36			220	220	220					6	0	6	30	6	30					7	0	7	30	7	30
South West B	21	1821014	Govt. Boys Sr. Sec. School	"Palam Village, Raj Nagar-I, New Delhi"	110045	"1757198:-MCD Pratibha Vidyalaya (Co-ed) , Palam Village, Delhi"	Government	South Delhi Municipal Corporation	Urban	7080114203	1996	No		11	25363848	9205516813	SH. RATTAN SINGH YADAV	Asst. Head Master/VicePrincipal	9205516813	SH. RATTAN SINGH YADAV	Head of the School/In-Charge	9205516813	gbsssrn1pv@gmail.com	http://edudel.nic.in	Boys	Sr.Sec	VI to XII	6	12	General	Boy	A-State Government	Dte.of Education	No		English	Hindi	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	3			220	220	220					6	0	6	30	6	30					6	45	6	45	6	45
South West B	21	1821015	Govt. Sarvodaya Kanya Vidyalaya No.2	Palam Village New Delhi	110045	"1757198:-MCD Pratibha Vidyalaya (Co-ed) , Palam Village, Delhi"	Government	South Delhi Municipal Corporation	Urban	7080114502	1910	No		11	25077279	9910580581	MS. SUNITA SIKRI	Asst. Head Master/VicePrincipal	9910580581	MS. ANJU KHATTAR	Teacher	9873434860	skvno2pvnd@gmail.com	http://www.edudel.gov.in	Girls	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	A-State Government	Dte.of Education	No		Hindi	English	NA	NA	Yes	Hindi	English	Sanskrit	NA	NA	24	200	210	220	220	220	4	30	5	0	5	30	5	30	5	30	6	0	6	0	6	0	6	0	6	0
South West B	21	1821016	Govt. Sarvodaya Kanya Vidyalaya No.1	Sagarpur New Delhi	110046	"1821017:-Govt. Sarvodaya Kanya Vidyalaya No.2, Sagarpur New Delhi"	Government	South Delhi Municipal Corporation	Urban	7080113102	1984	No		11	28526492	9871817674	Kamlesh 	Head Master/Principal	9871817674	SHAKUNTLA PANCHAL	Head of the School/In-Charge	8373992339	sagarpur.131@gmail.com	http://www.edudel.nic.in	Girls	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	A-State Government	Dte.of Education	No		English	Hindi	NA	NA	Yes	Hindi	English	Sanskrit	Urdu	Punjabi	16	220	220	220	220	220	6	0	6	0	6	30	6	30	6	30	6	0	6	0	6	30	6	30	6	30
South West B	21	1821017	Govt. Sarvodaya Kanya Vidyalaya No.2	Sagarpur New Delhi	110046	"1821017:-Govt. Sarvodaya Kanya Vidyalaya No.2, Sagarpur New Delhi"	Government	South Delhi Municipal Corporation	Urban	7080113101	1989	No		11	28522700	9818255858	NIVEDITA SACHDEVA	Asst. Head Master/VicePrincipal	9818255858	SAROJ CHAUHAN	Teacher	9650969126	skv1821017@gmail.com	https://www.edudel.nic.in	Girls	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	A-State Government	Dte.of Education	No		Hindi	English	NA	NA	No	Hindi	English	Sanskrit	Urdu	NA	25	220	220	220	220	220	5	0	5	0	5	30	5	30	5	30	6	0	6	0	6	0	6	0	6	0
South West B	21	1821018	Govt. Sarvodaya Kanya Vidyalaya No.1	Palam Enclave New Delhi	110045	"1757198:-MCD Pratibha Vidyalaya (Co-ed) , Palam Village, Delhi"	Government	South Delhi Municipal Corporation	Urban	7080114501	1962	No		11	25040101	9013217101	SARITA KUMARI 	Asst. Head Master/VicePrincipal	9013217101	MANJU SEHGAL	Teacher	9971715567	scsrskv1@gmail.com	https://www.edudel.nic.in	Girls	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	A-State Government	Dte.of Education	No		English	Hindi	NA	NA	Yes	English	Hindi	Sanskrit	Punjabi	Urdu	18	210	210	220	220	220	6	0	6	0	6	0	6	0	6	0	6	30	6	30	6	30	7	0	7	0
